table,workload,threads,ops,read_frac_config,read_frac_measured,key_space,throughput_mops,p50_ns,p99_ns,p999_ns,max_ns,insert_attempts,insert_successes,remove_attempts,remove_successes,lookup_attempts,lookup_hits,wall_seconds,seed,repeat,git_sha
chaining_fine,uniform,4,480000,0.950000,0.950381,10000000,37.739929,71,235,959,127500,11978,11848,11839,129,456183,4909,0.012719,44,2,2014b36
chaining_fine,uniform,8,460000,0.950000,0.950465,10000000,53.172792,92,304,1072,31833,11465,11339,11321,127,437214,4697,0.008651,44,2,2014b36
chaining_fine,uniform,16,420000,0.950000,0.950479,10000000,62.866017,104,371,922,1236458,10457,10340,10342,114,399201,4299,0.006681,44,2,2014b36
cuckoo_optimistic,uniform,1,495000,0.950000,0.950321,10000000,12.861987,63,150,240,10667,12361,12222,12230,134,470409,4999,0.038485,44,2,2014b36
cuckoo_optimistic,uniform,2,490000,0.950000,0.950355,10000000,23.145825,63,181,247,7334,12233,12098,12093,133,465674,4983,0.021170,44,2,2014b36
cuckoo_optimistic,uniform,4,480000,0.950000,0.950381,10000000,49.191668,54,190,251,16209,11978,11848,11839,129,456183,4908,0.009758,44,2,2014b36
cuckoo_optimistic,uniform,8,460000,0.950000,0.950465,10000000,66.350942,61,266,379,30750,11465,11339,11321,126,437214,4699,0.006933,44,2,2014b36
cuckoo_optimistic,uniform,16,420000,0.950000,0.950479,10000000,88.775369,63,366,502,348916,10457,10340,10342,117,399201,4279,0.004731,44,2,2014b36
cuckoo_striped,uniform,1,495000,0.950000,0.950321,10000000,12.062089,65,144,242,24792,12361,12222,12230,134,470409,4999,0.041038,44,2,2014b36
cuckoo_striped,uniform,2,490000,0.950000,0.950355,10000000,12.330818,78,2480,6358,13458,12233,12098,12093,133,465674,4984,0.039738,44,2,2014b36
cuckoo_striped,uniform,4,480000,0.950000,0.950381,10000000,12.647097,92,6714,14328,45666,11978,11848,11839,129,456183,4909,0.037953,44,2,2014b36
cuckoo_striped,uniform,8,460000,0.950000,0.950465,10000000,8.311425,106,24024,43205,83583,11465,11339,11321,126,437214,4698,0.055345,44,2,2014b36
cuckoo_striped,uniform,16,420000,0.950000,0.950479,10000000,6.036076,110,58007,118144,320667,10457,10340,10342,115,399201,4293,0.069582,44,2,2014b36
hopscotch,uniform,1,495000,0.950000,0.950321,10000000,2.039736,65,3187,23841,1760375,12361,12222,12230,134,470409,4999,0.242678,44,2,2014b36
hopscotch,uniform,2,490000,0.950000,0.950355,10000000,25.016326,47,634,2977,23500,12233,12098,12093,134,465674,4985,0.019587,44,2,2014b36
hopscotch,uniform,4,480000,0.950000,0.950381,10000000,34.013808,52,1085,5521,130458,11978,11848,11839,129,456183,4907,0.014112,44,2,2014b36
hopscotch,uniform,8,460000,0.950000,0.950465,10000000,29.911808,56,5073,27640,69250,11465,11339,11321,126,437214,4697,0.015379,44,2,2014b36
hopscotch,uniform,16,420000,0.950000,0.950479,10000000,27.722924,62,13156,70152,175541,10457,10340,10342,116,399201,4294,0.015150,44,2,2014b36
chaining_coarse,zipfian,1,495000,0.950000,0.950069,10000000,18.860227,42,127,243,4458,12570,9766,12146,2775,470284,106086,0.026246,44,2,2014b36
chaining_coarse,zipfian,2,490000,0.950000,0.950088,10000000,14.104119,44,1031,10428,41375,12428,9635,12029,2764,465543,105820,0.034742,44,2,2014b36
chaining_coarse,zipfian,4,480000,0.950000,0.950069,10000000,5.162748,58,13900,32111,79500,12180,9414,11787,2717,456033,104355,0.092974,44,2,2014b36
chaining_coarse,zipfian,8,460000,0.950000,0.950126,10000000,6.136558,57,29913,74380,228292,11615,8976,11327,2662,437058,100899,0.074961,44,2,2014b36
chaining_coarse,zipfian,16,420000,0.950000,0.950114,10000000,8.139607,53,46912,241211,1113458,10612,8161,10340,2448,399048,94427,0.051600,44,2,2014b36
chaining_fine,zipfian,1,495000,0.950000,0.950069,10000000,15.843824,45,176,249,10541,12570,9766,12146,2775,470284,106086,0.031242,44,2,2014b36
chaining_fine,zipfian,2,490000,0.950000,0.950088,10000000,27.471693,46,195,265,9167,12428,9635,12029,2776,465543,105488,0.017837,44,2,2014b36
chaining_fine,zipfian,4,480000,0.950000,0.950069,10000000,46.458169,51,209,371,14500,12180,9405,11787,2714,456033,104429,0.010332,44,2,2014b36
chaining_fine,zipfian,8,460000,0.950000,0.950126,10000000,46.852519,86,460,10378,61625,11615,8949,11327,2649,437058,101466,0.009818,44,2,2014b36
chaining_fine,zipfian,16,420000,0.950000,0.950114,10000000,45.634193,97,5330,38548,95167,10612,8178,10340,2477,399048,92766,0.009204,44,2,2014b36
cuckoo_optimistic,zipfian,1,495000,0.950000,0.950069,10000000,18.206813,43,127,232,21875,12570,9766,12146,2775,470284,106086,0.027188,44,2,2014b36
cuckoo_optimistic,zipfian,2,490000,0.950000,0.950088,10000000,31.976159,45,166,241,8625,12428,9630,12029,2769,465543,105870,0.015324,44,2,2014b36
cuckoo_optimistic,zipfian,4,480000,0.950000,0.950069,10000000,53.920213,45,185,250,24959,12180,9394,11787,2707,456033,103659,0.008902,44,2,2014b36
cuckoo_optimistic,zipfian,8,460000,0.950000,0.950126,10000000,74.502469,49,352,829,161375,11615,8941,11327,2627,437058,100011,0.006174,44,2,2014b36
cuckoo_optimistic,zipfian,16,420000,0.950000,0.950114,10000000,61.394533,48,359,42302,703292,10612,8178,10340,2475,399048,93803,0.006841,44,2,2014b36
cuckoo_striped,zipfian,1,495000,0.950000,0.950069,10000000,15.735808,45,127,240,29667,12570,9766,12146,2775,470284,106086,0.031457,44,2,2014b36
cuckoo_striped,zipfian,2,490000,0.950000,0.950088,10000000,14.239046,58,2287,6512,14084,12428,9641,12029,2771,465543,105470,0.034412,44,2,2014b36
cuckoo_striped,zipfian,4,480000,0.950000,0.950069,10000000,13.313840,85,6455,14106,33792,12180,9438,11787,2741,456033,105074,0.036053,44,2,2014b36
cuckoo_striped,zipfian,8,460000,0.950000,0.950126,10000000,8.205982,99,24565,48721,95666,11615,8968,11327,2648,437058,101028,0.056057,44,2,2014b36
cuckoo_striped,zipfian,16,420000,0.950000,0.950114,10000000,6.048413,100,59500,125992,269291,10612,8178,10340,2475,399048,94887,0.069440,44,2,2014b36
hopscotch,zipfian,1,495000,0.950000,0.950069,10000000,13.787869,42,693,1035,25333,12570,9766,12146,2775,470284,106086,0.035901,44,2,2014b36
hopscotch,zipfian,2,490000,0.950000,0.950088,10000000,21.717852,42,895,3204,129042,12428,9629,12029,2766,465543,106055,0.022562,44,2,2014b36
hopscotch,zipfian,4,480000,0.950000,0.950069,10000000,21.693690,44,2400,8891,133083,12180,9400,11787,2702,456033,102943,0.022126,44,2,2014b36
hopscotch,zipfian,8,460000,0.950000,0.950126,10000000,24.085608,48,6211,29522,79542,11615,8979,11327,2661,437058,99473,0.019099,44,2,2014b36
hopscotch,zipfian,16,420000,0.950000,0.950114,10000000,8.058108,54,37166,232861,2255250,10612,8127,10340,2411,399048,92704,0.052121,44,2,2014b36
chaining_coarse,trace,1,995000,0.900000,0.604441,10000000,15.359689,47,127,253,121917,355819,355819,37762,37762,601419,245601,0.064780,44,2,2014b36
chaining_coarse,trace,2,990000,0.900000,0.604243,10000000,10.543735,49,3046,15347,54750,354037,354037,37762,37762,598201,230626,0.093895,44,2,2014b36
chaining_coarse,trace,4,980000,0.900000,0.604296,10000000,4.140035,61,16662,45429,138916,350028,350028,37762,37762,592210,221218,0.236713,44,2,2014b36
chaining_coarse,trace,8,960000,0.900000,0.603430,10000000,5.449577,61,30898,86530,293167,343958,343953,36749,32206,579293,208527,0.176160,44,2,2014b36
chaining_coarse,trace,16,920000,0.900000,0.604221,10000000,7.005625,56,33641,332141,4255250,328568,328558,35549,29079,555883,194117,0.131323,44,2,2014b36
chaining_fine,trace,1,995000,0.900000,0.604441,10000000,13.273798,51,220,576,19875,355819,355819,37762,37762,601419,245601,0.074960,44,2,2014b36
chaining_fine,trace,2,990000,0.900000,0.604243,10000000,21.866292,66,189,886,21625,354037,354037,37762,37762,598201,233125,0.045275,44,2,2014b36
chaining_fine,trace,4,980000,0.900000,0.604296,10000000,33.499931,83,292,450,24292,350028,350028,37762,37762,592210,221599,0.029254,44,2,2014b36
chaining_fine,trace,8,960000,0.900000,0.603430,10000000,23.489615,158,619,3225,2876708,343958,343953,36749,29975,579293,213375,0.040869,44,2,2014b36
chaining_fine,trace,16,920000,0.900000,0.604221,10000000,32.143809,340,1332,1920,5094458,328568,328561,35549,18388,555883,187759,0.028621,44,2,2014b36
cuckoo_optimistic,trace,1,995000,0.900000,0.604441,10000000,13.656320,50,174,247,25708,355819,355819,37762,37762,601419,245601,0.072860,44,2,2014b36
cuckoo_optimistic,trace,2,990000,0.900000,0.604243,10000000,21.919567,59,234,320,43750,354037,354037,37762,37762,598201,232384,0.045165,44,2,2014b36
cuckoo_optimistic,trace,4,980000,0.900000,0.604296,10000000,43.561929,68,196,252,20167,350028,350028,37762,37762,592210,220327,0.022497,44,2,2014b36
cuckoo_optimistic,trace,8,960000,0.900000,0.603430,10000000,33.773929,123,725,917,139042,343958,343950,36749,22415,579293,204477,0.028424,44,2,2014b36
cuckoo_optimistic,trace,16,920000,0.900000,0.604221,10000000,29.038609,371,1357,1710,4823333,328568,328558,35549,25574,555883,192683,0.031682,44,2,2014b36
cuckoo_striped,trace,1,995000,0.900000,0.604441,10000000,14.145311,50,168,242,22209,355819,355819,37762,37762,601419,245601,0.070341,44,2,2014b36
cuckoo_striped,trace,2,990000,0.900000,0.604243,10000000,15.020663,56,2194,5307,26833,354037,354037,37762,37762,598201,232438,0.065909,44,2,2014b36
cuckoo_striped,trace,4,980000,0.900000,0.604296,10000000,14.791839,77,5746,12417,53667,350028,350028,37762,37762,592210,221020,0.066253,44,2,2014b36
cuckoo_striped,trace,8,960000,0.900000,0.603430,10000000,9.768237,93,19949,41429,93208,343958,343953,36749,31682,579293,208264,0.098278,44,2,2014b36
cuckoo_striped,trace,16,920000,0.900000,0.604221,10000000,7.094069,93,55920,124322,327000,328568,328558,35549,28037,555883,193577,0.129686,44,2,2014b36
hopscotch,trace,1,995000,0.900000,0.604441,10000000,6.677395,53,1040,2981,33584,355819,355819,37762,37762,601419,245601,0.149010,44,2,2014b36
hopscotch,trace,2,990000,0.900000,0.604243,10000000,8.717548,60,3072,6119,166125,354037,354037,37762,37762,598201,233062,0.113564,44,2,2014b36
hopscotch,trace,4,980000,0.900000,0.604296,10000000,6.990417,67,9175,22402,134250,350028,350028,37762,37762,592210,220105,0.140192,44,2,2014b36
hopscotch,trace,8,960000,0.900000,0.603430,10000000,5.685673,70,28527,60253,184709,343958,343953,36749,32680,579293,207531,0.168845,44,2,2014b36
hopscotch,trace,16,920000,0.900000,0.604221,10000000,6.669246,68,60844,193526,616375,328568,328558,35549,30512,555883,194687,0.137947,44,2,2014b36
chaining_coarse,uniform,8,460000,1.000000,1.000000,10000000,4.623793,80,34148,94349,264500,0,0,0,0,460000,4633,0.099485,44,2,2014b36
chaining_coarse,uniform,8,460000,0.500000,0.501154,10000000,4.903398,81,31866,91136,211208,114881,113026,114588,1933,230531,3820,0.093812,44,2,2014b36
chaining_coarse,uniform,8,460000,0.100000,0.100322,10000000,4.587213,84,32495,94847,258459,207482,202773,206370,4522,46148,959,0.100279,44,2,2014b36
chaining_fine,uniform,8,460000,1.000000,1.000000,10000000,50.108703,74,1561,3570,21292,0,0,0,0,460000,4633,0.009180,44,2,2014b36
chaining_fine,uniform,8,460000,0.500000,0.501154,10000000,34.437796,120,1395,2402,18084,114881,113025,114588,1942,230531,3813,0.013357,44,2,2014b36
chaining_fine,uniform,8,460000,0.100000,0.100322,10000000,25.344178,205,1477,2896,30500,207482,202772,206370,4533,46148,959,0.018150,44,2,2014b36
cuckoo_optimistic,uniform,8,460000,1.000000,1.000000,10000000,71.423492,56,251,362,32166,0,0,0,0,460000,4633,0.006440,44,2,2014b36
cuckoo_optimistic,uniform,8,460000,0.500000,0.501154,10000000,41.990760,112,598,768,8417,114881,113025,114588,1931,230531,3819,0.010955,44,2,2014b36
cuckoo_optimistic,uniform,8,460000,0.100000,0.100322,10000000,26.947401,217,756,931,17458,207482,202774,206370,4548,46148,969,0.017070,44,2,2014b36
cuckoo_striped,uniform,8,460000,1.000000,1.000000,10000000,8.705327,105,23243,40823,83791,0,0,0,0,460000,4633,0.052841,44,2,2014b36
cuckoo_striped,uniform,8,460000,0.500000,0.501154,10000000,7.725590,109,24578,43970,84459,114881,113025,114588,1931,230531,3822,0.059542,44,2,2014b36
cuckoo_striped,uniform,8,460000,0.100000,0.100322,10000000,7.086299,112,25524,46364,82834,207482,202771,206370,4526,46148,962,0.064914,44,2,2014b36
hopscotch,uniform,8,460000,1.000000,1.000000,10000000,21.714330,54,3101,5718,22792,0,0,0,0,460000,4633,0.021184,44,2,2014b36
hopscotch,uniform,8,460000,0.500000,0.501154,10000000,3.874387,84,38515,91357,235917,114881,113025,114588,1933,230531,3822,0.118728,44,2,2014b36
hopscotch,uniform,8,460000,0.100000,0.100322,10000000,2.827334,99,51862,119996,306792,207482,202770,206370,4526,46148,973,0.162697,44,2,2014b36
chaining_coarse,uniform,8,460000,0.950000,0.949985,100000,7.141882,43,28197,64131,160500,11625,5807,11382,5698,436993,218132,0.064409,44,2,2014b36
chaining_fine,uniform,8,460000,0.950000,0.949985,100000,56.469433,96,315,465,10375,11625,5808,11382,5696,436993,218078,0.008146,44,2,2014b36
cuckoo_optimistic,uniform,8,460000,0.950000,0.949985,100000,113.973046,37,312,439,10667,11625,5798,11382,5699,436993,218137,0.004036,44,2,2014b36
cuckoo_striped,uniform,8,460000,0.950000,0.949985,100000,9.500394,91,22508,36602,81000,11625,5802,11382,5696,436993,218081,0.048419,44,2,2014b36
hopscotch,uniform,8,460000,0.950000,0.949985,100000,32.126737,44,5365,28129,71292,11625,5806,11382,5699,436993,218036,0.014318,44,2,2014b36
chaining_coarse,uniform,1,495000,0.950000,0.949749,10000000,14.631118,55,146,247,16916,12469,12337,12405,122,470126,4932,0.033832,45,3,2014b36
chaining_coarse,uniform,2,490000,0.950000,0.949757,10000000,9.271202,67,2304,18976,50792,12339,12208,12280,122,465381,4886,0.052852,45,3,2014b36
chaining_coarse,uniform,4,480000,0.950000,0.949735,10000000,4.552913,86,15491,42391,93917,12087,11957,12040,120,455873,4806,0.105427,45,3,2014b36
chaining_coarse,uniform,8,460000,0.950000,0.949628,10000000,5.259389,78,31539,74024,186042,11615,11489,11556,111,436829,4608,0.087463,45,3,2014b36
chaining_coarse,uniform,16,420000,0.950000,0.949788,10000000,6.636626,72,61333,251689,1078458,10539,10423,10550,106,398911,4238,0.063285,45,3,2014b36
chaining_fine,uniform,1,495000,0.950000,0.949749,10000000,9.698205,68,679,1101,18625,12469,12337,12405,122,470126,4932,0.051040,45,3,2014b36
chaining_fine,uniform,2,490000,0.950000,0.949757,10000000,17.739965,69,804,1105,19458,12339,12208,12280,122,465381,4887,0.027621,45,3,2014b36
chaining_fine,uniform,4,480000,0.950000,0.949735,10000000,30.403962,72,931,2823,131750,12087,11957,12040,120,455873,4806,0.015787,45,3,2014b36
chaining_fine,uniform,8,460000,0.950000,0.949628,10000000,47.847930,93,1208,2059,8959,11615,11489,11556,111,436829,4602,0.009614,45,3,2014b36
chaining_fine,uniform,16,420000,0.950000,0.949788,10000000,61.791212,96,1400,2666,1801583,10539,10423,10550,106,398911,4240,0.006797,45,3,2014b36
cuckoo_optimistic,uniform,1,495000,0.950000,0.949749,10000000,12.822242,62,154,249,17250,12469,12337,12405,122,470126,4932,0.038605,45,3,2014b36
cuckoo_optimistic,uniform,2,490000,0.950000,0.949757,10000000,23.324680,63,183,254,21083,12339,12208,12280,122,465381,4884,0.021008,45,3,2014b36
cuckoo_optimistic,uniform,4,480000,0.950000,0.949735,10000000,42.164441,67,195,254,18292,12087,11957,12040,120,455873,4805,0.011384,45,3,2014b36
cuckoo_optimistic,uniform,8,460000,0.950000,0.949628,10000000,78.795795,58,248,366,5084,11615,11489,11556,111,436829,4608,0.005838,45,3,2014b36
cuckoo_optimistic,uniform,16,420000,0.950000,0.949788,10000000,87.098530,64,362,510,137625,10539,10423,10550,105,398911,4251,0.004822,45,3,2014b36
cuckoo_striped,uniform,1,495000,0.950000,0.949749,10000000,12.033207,65,144,245,15458,12469,12337,12405,122,470126,4932,0.041136,45,3,2014b36
cuckoo_striped,uniform,2,490000,0.950000,0.949757,10000000,12.518736,78,2392,6772,19041,12339,12208,12280,122,465381,4885,0.039141,45,3,2014b36
cuckoo_striped,uniform,4,480000,0.950000,0.949735,10000000,12.187239,92,6831,14724,129584,12087,11957,12040,120,455873,4807,0.039385,45,3,2014b36
cuckoo_striped,uniform,8,460000,0.950000,0.949628,10000000,8.465888,105,23832,40878,77084,11615,11489,11556,111,436829,4608,0.054336,45,3,2014b36
cuckoo_striped,uniform,16,420000,0.950000,0.949788,10000000,5.979020,111,58683,120437,306250,10539,10423,10550,107,398911,4249,0.070246,45,3,2014b36
hopscotch,uniform,1,495000,0.950000,0.949749,10000000,9.010998,48,936,1727,18959,12469,12337,12405,122,470126,4932,0.054933,45,3,2014b36
hopscotch,uniform,2,490000,0.950000,0.949757,10000000,16.553425,47,904,3289,27208,12339,12208,12280,122,465381,4885,0.029601,45,3,2014b36
hopscotch,uniform,4,480000,0.950000,0.949735,10000000,15.934447,55,2521,10092,39083,12087,11957,12040,120,455873,4808,0.030123,45,3,2014b36
hopscotch,uniform,8,460000,0.950000,0.949628,10000000,1.366007,107,60369,918701,6171750,11615,11489,11556,111,436829,4607,0.336748,45,3,2014b36
hopscotch,uniform,16,420000,0.950000,0.949788,10000000,27.359558,63,13275,66292,215209,10539,10423,10550,108,398911,4244,0.015351,45,3,2014b36
chaining_coarse,zipfian,1,495000,0.950000,0.949588,10000000,18.927113,42,127,241,15250,12463,9724,12491,2753,470046,104692,0.026153,45,3,2014b36
chaining_coarse,zipfian,2,490000,0.950000,0.949618,10000000,13.344772,46,1282,10792,56500,12331,9631,12356,2772,465313,104772,0.036719,45,3,2014b36
